5.960	9.320	1a
9.320	12.700	1b
12.700	21.180	1c
21.180	25.280	2a
25.280	36.900	2b
36.900	37.620	2c
37.620	44.480	3a
44.480	47.160	3b
47.160	49.300	3c
49.300	51.640	3d
51.640	52.860	3e
52.860	60.280	4a
60.280	63.340	4b
63.340	65.620	5a
65.620	71.660	5b
71.660	76.440	6a
76.440	78.240	6b
78.240	81.620	6c
81.620	83.520	7a
83.520	89.760	7b
89.760	95.380	7c
95.380	102.060	7d
102.060	107.280	8a
107.280	109.160	8b
109.160	114.920	8c
114.920	121.440	9a
121.440	126.400	9b
126.400	129.600	9c
129.600	130.840	10a
130.840	132.060	10b
132.060	140.340	10c
140.340	142.900	10d
142.900	145.620	11a
145.620	149.640	11b
149.640	154.560	12a
154.560	157.460	12b
157.460	166.560	12c
166.560	172.300	12d
172.300	177.880	13a
177.880	179.480	13b
179.480	189.180	13c
189.180	190.840	14a
190.840	192.720	14b
192.720	195.340	14c
195.340	197.880	15a
197.880	200.380	15b
200.380	207.040	15c
207.040	211.040	16a
211.040	215.020	16b
215.020	223.360	17a
223.360	224.240	17b
224.240	226.400	17c
226.400	228.600	17d
228.600	231.040	17e
231.040	235.260	17f
235.260	237.440	18a
237.440	239.000	18b
239.000	244.920	18c
244.920	252.460	19
252.460	255.200	20a
255.200	258.980	20b
258.980	260.120	20c
260.120	263.280	20d
263.280	264.500	21a
264.500	265.900	21b
265.900	268.700	21c
268.700	269.700	21d
269.700	272.340	21e
272.340	274.880	21f
274.880	278.280	21g
278.280	281.300	22a
281.300	282.520	22b
282.520	285.220	22c
285.220	287.100	22d
287.100	289.200	23a
289.200	293.020	23b
293.020	294.460	23c
294.460	296.560	24a
296.560	297.540	24b
297.540	308.540	24c
308.540	310.840	24d
310.840	312.300	25a
312.300	313.160	25b
313.160	315.460	25c
315.460	318.540	25d
318.540	319.600	25e
319.600	321.140	26a
321.140	323.080	26b
323.080	324.220	26c
324.220	330.460	27a
330.460	333.380	27b
333.380	335.960	27c
335.960	339.620	28a
339.620	342.200	28b
342.200	343.740	28c
343.740	349.260	28d
349.260	351.220	28e
351.220	354.280	28f
354.280	356.100	29a
356.100	360.080	29b
360.080	367.060	29c
367.060	368.340	29d
368.340	369.260	30a
369.260	372.340	30b
372.340	377.060	30c
377.060	381.280	30d
381.280	382.780	31a
382.780	385.560	31b
385.560	387.160	31c
387.160	390.360	32a
390.360	396.100	32b
396.100	397.820	33a
397.820	400.300	33b
400.300	402.460	33c
402.460	411.700	33d
411.700	414.280	34a
414.280	415.860	34b
415.860	420.400	34c
420.400	422.980	34d
422.980	426.200	35a
426.200	431.960	35b
431.960	434.600	36a
434.600	436.800	36b
436.800	440.100	37
440.100	442.760	38a
442.760	444.920	38b
444.920	446.520	38c
446.520	448.960	39a
448.960	450.620	39b
450.620	452.780	39c
452.780	455.040	39d
455.040	457.000	39e
457.000	459.340	39f
459.340	460.660	39g
460.660	463.060	39h
463.060	467.720	40a
467.720	475.200	40b
475.200	480.840	40c
480.840	485.720	41a
485.720	490.780	41b
490.780	494.960	42a
494.960	497.120	42b
497.120	500.900	42c
500.900	503.600	43a
503.600	509.660	43b
509.660	511.520	43c
511.520	515.960	43d
515.960	518.420	44a
518.420	526.000	44b
