4.720	11.340	1
11.340	15.200	2a
15.200	22.080	2b
22.080	31.340	2c
31.340	34.440	3a
34.440	40.840	3b
40.840	46.700	4a
46.700	50.880	4b
50.880	56.320	5a
56.320	65.000	5b
65.000	67.200	5c
67.200	68.980	6a
68.980	71.760	6b
71.760	75.360	6c
75.360	77.540	6d
77.540	80.280	6e
80.280	82.880	6f
82.880	89.420	6g
89.420	96.680	7a
96.680	99.800	7b
99.800	103.100	8a
103.100	106.800	8b
106.800	116.760	8c
116.760	119.700	9a
119.700	120.960	9b
120.960	124.100	9c
124.100	126.160	10a
126.160	129.660	10b
129.660	132.440	10c
132.440	133.720	10d
133.720	140.580	11
140.580	144.100	12a
144.100	153.720	12b
153.720	156.980	13a
156.980	158.000	13b
158.000	162.620	13c
162.620	165.580	13d
165.580	168.820	14a
168.820	172.240	14b
172.240	173.300	14c
173.300	177.440	14d
177.440	178.880	14e
178.880	181.780	14f
181.780	185.440	15a
185.440	188.580	15b
188.580	190.980	15c
190.980	194.380	15d
194.380	195.480	16a
195.480	199.280	16b
199.280	207.560	17a
207.560	212.780	17b
212.780	217.140	18a
217.140	219.440	18b
219.440	224.480	18c
224.480	230.460	18d
230.460	233.220	18e
233.220	234.760	18f
234.760	240.460	19a
240.460	244.520	19b
244.520	246.680	20a
246.680	248.840	20b
248.840	252.140	20c
252.140	253.920	21a
253.920	256.080	21b
256.080	258.720	21c
258.720	263.340	21d
263.340	271.400	22a
271.400	276.760	22b
276.760	282.440	23a
282.440	287.340	23b
287.340	294.860	23c
294.860	299.160	24a
299.160	302.300	24b
302.300	309.660	24c
309.660	322.280	25
322.280	332.380	26a
332.380	339.160	26b
339.160	343.320	27a
343.320	353.240	27b
353.240	355.200	27c
355.200	359.740	27d
359.740	362.980	27e
362.980	364.160	27f
364.160	367.340	28a
367.340	369.820	28b
369.820	374.780	28c
374.780	378.120	28d
