\id MRK
\c 3
\level phrase
\separators . ? ! : ; ,
4.720	9.900	1a
9.900	14.620	1b
14.620	19.060	2a
19.060	29.160	2b
29.160	37.160	2c
37.160	40.440	3a
40.440	43.020	3b
43.020	46.640	4a
46.640	49.280	4b
49.280	52.100	4c
52.100	57.960	4d
57.960	62.580	4e
62.580	65.360	5a
65.360	70.620	5b
70.620	73.600	5c
73.600	75.180	5d
75.180	76.860	5e
76.860	78.980	5f
78.980	87.520	6a
87.520	92.300	6b
92.300	97.240	7-8a
97.240	103.200	7-8b
103.200	112.240	7-8c
112.240	113.240	7-8d
113.240	118.360	7-8e
118.360	121.660	9-10a
121.660	130.840	9-10b
130.840	134.860	9-10c
134.860	138.040	9-10d
138.040	144.880	11a
144.880	148.260	11b
148.260	153.200	12a
153.200	156.320	12b
156.320	163.920	13a
163.920	166.000	13b
166.000	177.120	14
177.120	182.960	15
182.960	186.840	16a
186.840	191.260	16b
191.260	194.780	17a
194.780	201.520	17b
201.520	202.820	18a
202.820	204.100	18b
204.100	205.440	18c
205.440	206.540	18d
206.540	207.720	18e
207.720	209.620	18f
209.620	210.700	18g
210.700	213.020	18h
213.020	216.720	19
216.720	219.640	20a
219.640	225.380	20b
225.380	230.960	20c
230.960	238.100	21a
238.100	239.960	21b
239.960	246.600	22a
246.600	251.500	22b
251.500	257.040	22c
257.040	266.000	23a
266.000	271.460	23b
271.460	280.080	24
280.080	289.280	25
289.280	299.560	26
299.560	306.460	27a
306.460	307.780	27b
307.780	313.600	27c
313.600	320.420	27d
320.420	322.820	28a
322.820	329.780	28b
329.780	335.580	28c
335.580	337.040	29a
337.040	346.340	29b
346.340	350.540	29c
350.540	360.440	30
360.440	367.680	31a
367.680	371.060	31b
371.060	376.380	31c
376.380	380.000	32a
380.000	382.380	32b
382.380	383.440	32c
383.440	388.400	32d
388.400	390.780	33a
390.780	394.340	33b
394.340	399.560	34a
399.560	400.440	34b
400.440	403.740	34c
403.740	411.720	35
