\id MRK
\c 15
\level phrase
\separators . ? ؟ ! , ، ; ؛ : ।
0.000	3.760	s1
3.760	21.180	1a
21.180	28.990	1b
28.990	31.410	2a
31.410	34.260	2b
34.260	37.730	2c
37.730	40.120	2d
40.120	46.950	3
46.950	52.060	4a
52.060	58.730	4b
58.730	62.280	4c
62.280	66.620	5a
66.620	69.460	5b
69.460	71.020	s2
71.020	84.390	6
84.390	91.270	7a
91.270	100.060	7b
100.060	111.000	8
111.000	113.500	9a
113.500	119.610	9b
119.610	130.640	10
130.640	136.580	11a
136.580	139.550	11b
139.550	142.940	12a
142.940	148.930	12b
148.930	152.110	13a
152.110	155.130	13b
155.130	157.390	14a
157.390	158.560	14b
158.560	160.810	14c
160.810	165.500	14d
165.500	168.220	14e
168.220	174.310	15a
174.310	182.480	15b
182.480	184.540	s3
184.540	190.450	16a
190.450	196.320	16b
196.320	203.000	17a
203.000	210.100	17b
210.100	214.890	18a
214.890	217.160	18b
217.160	218.910	18c
218.910	225.330	19a
225.330	229.870	19b
229.870	237.840	20a
237.840	247.340	20b
247.340	249.340	s4
249.340	253.780	21a
253.780	260.990	21b
260.990	267.490	21c
267.490	273.000	22a
273.000	278.700	22b
278.700	286.460	23a
286.460	289.070	23b
289.070	292.600	24a
292.600	297.800	24b
297.800	302.530	25
302.530	312.730	26
312.730	321.700	27
321.700	333.360	28
333.360	339.010	29a
339.010	339.880	29b
339.880	344.460	29c
344.460	348.750	30a
348.750	360.140	31a
360.140	362.940	31b
362.940	367.460	31c
367.460	378.710	32a
378.710	382.960	32b
382.960	388.640	32c
388.640	389.600	s5
389.600	395.580	33
395.580	400.220	34a
400.220	401.380	34b
401.380	403.680	34c
403.680	406.530	34d
406.530	411.450	34e
411.450	412.510	34f
412.510	416.740	35a
416.740	418.650	35b
418.650	425.240	35c
425.240	428.990	36a
428.990	441.450	36b
441.450	442.640	36c
442.640	448.490	36d
448.490	454.430	37
454.430	466.590	38
466.590	479.440	39a
479.440	484.370	39b
484.370	489.940	40a
489.940	493.720	40b
493.720	498.650	40c
498.650	500.790	40d
500.790	513.460	41a
513.460	520.280	41b
520.280	521.820	s6
521.820	528.140	42a
528.140	531.600	42b
531.600	541.920	43a
541.920	553.010	43b
553.010	559.410	44a
559.410	568.960	44b
568.960	580.970	45
580.970	587.150	46a
587.150	598.870	46b
598.870	604.170	46c
604.170	610.720	47
