\id MRK
\c 1
\level phrase
\separators . ? ؟ ! , ، ; ؛ : ।
0.340	5.950	s1
5.950	13.020	1
13.020	19.620	2a
19.620	20.540	2b
20.540	25.050	2c
25.050	28.310	2d
28.310	31.990	3a
31.990	36.530	3b
36.530	39.920	4a
39.920	43.190	4b
43.190	46.600	4c
46.600	53.360	4d
53.360	57.200	4e
57.200	61.330	4f
61.330	69.730	5a
69.730	75.220	5b
75.220	80.780	5c
80.780	84.290	6a
84.290	87.530	6b
87.530	91.530	6c
91.530	93.630	7a
93.630	96.300	7b
96.300	102.160	7c
102.160	105.110	8a
105.110	108.780	8b
108.780	110.800	s2
110.800	116.840	9a
116.840	120.800	9b
120.800	131.600	10
131.600	135.540	11a
135.540	137.640	11b
137.640	140.110	11c
140.110	144.840	12
144.840	147.810	13a
147.810	150.980	13b
150.980	154.920	13c
154.920	159.660	13d
159.660	161.700	s3
161.700	165.240	14a
165.240	168.490	14b
168.490	171.850	15a
171.850	174.530	15b
174.530	176.380	15c
176.380	183.490	15d
183.490	187.670	16a
187.670	194.020	16b
194.020	196.350	16c
196.350	198.270	16d
198.270	200.510	17a
200.510	203.160	17b
203.160	210.870	17c
210.870	214.570	18
214.570	222.120	19a
222.120	225.350	19b
225.350	228.160	20a
228.160	233.660	20b
233.660	236.360	s4
236.360	239.550	21a
239.550	246.240	21b
246.240	249.960	22a
249.960	256.910	22b
256.910	259.730	22c
259.730	266.790	23a
266.790	268.590	23b
268.590	270.670	24a
270.670	272.460	24b
272.460	275.300	24c
275.300	277.400	24d
277.400	282.490	24e
282.490	287.930	25a
287.930	289.050	25b
289.050	290.750	25c
290.750	301.020	26
301.020	305.640	27a
305.640	306.990	27b
306.990	308.980	27c
308.980	311.540	27d
311.540	315.360	27e
315.360	319.820	28
319.820	321.220	s5
321.220	328.370	29a
328.370	332.370	29b
332.370	336.490	30a
336.490	340.410	30b
340.410	345.690	31a
345.690	348.090	31b
348.090	354.120	31c
354.120	356.600	32a
356.600	363.610	32b
363.610	369.070	33
369.070	373.760	34a
373.760	377.240	34b
377.240	381.190	34c
381.190	386.240	34d
386.240	388.220	s6
388.220	396.590	35
396.590	401.770	36
401.770	404.400	37a
404.400	406.470	37b
406.470	408.300	38a
408.300	411.360	38b
411.360	414.480	38c
414.480	416.600	38d
416.600	428.600	39
428.600	430.700	s7
430.700	437.470	40a
437.470	443.010	40b
443.010	446.100	41a
446.100	449.550	41b
449.550	450.930	41c
450.930	452.800	41d
452.800	456.010	42
456.010	458.820	43a
458.820	462.700	43b
462.700	463.620	44a
463.620	466.780	44b
466.780	470.890	44c
470.890	477.790	44d
477.790	483.170	44e
483.170	485.910	45a
485.910	491.060	45b
491.060	498.480	45c
498.480	502.660	45d
502.660	507.420	45e
