4.120	5.200	s1
5.200	8.760	1
8.760	16.940	2
16.940	24.640	3
24.640	42.860	4
42.860	52.700	5
52.700	56.700	6
56.700	67.520	7
67.520	75.520	8
75.520	83.620	9
83.620	94.680	10
94.680	103.480	11
103.480	111.340	12
111.340	120.360	13
120.360	126.840	14
126.840	131.260	s2
131.260	139.620	15
139.620	160.780	16
160.780	168.460	17
168.460	174.600	18
174.600	178.640	19
178.640	183.320	20
183.320	194.660	21
194.660	200.940	22
200.940	204.260	s3
204.260	214.340	23
214.340	226.720	24
226.720	237.420	25
237.420	245.860	26
245.860	249.060	27
249.060	258.560	28
258.560	269.080	29
269.080	279.080	30
279.080	285.400	31
285.400	294.440	32
294.440	298.720	33
298.720	301.620	s4
301.620	309.280	34
309.280	315.140	35
315.140	320.720	36
320.720	329.400	37
329.400	332.520	38
332.520	339.980	39
339.980	348.040	40
348.040	350.820	s5
350.820	354.720	41
354.720	361.400	42
361.400	367.760	43
367.760	376.620	44
376.620	381.320	45
381.320	391.640	46
