3.640	5.460	s1
5.460	16.460	1
16.460	23.520	2
23.520	34.300	3
34.300	43.860	4
43.860	52.320	5
52.320	60.520	6
60.520	68.660	7
68.660	78.800	8
78.800	94.620	9
94.620	103.060	10
103.060	112.580	11
112.580	128.980	12
128.980	131.600	s2
131.600	143.160	13
143.160	150.540	14
150.540	156.300	15
156.300	159.640	s3
159.640	167.860	16
167.860	178.760	17
178.760	188.180	18
188.180	196.560	19
196.560	205.360	20
205.360	218.140	21
218.140	226.260	22
226.260	234.740	23
234.740	244.500	24
244.500	251.480	25
251.480	259.960	26
259.960	268.640	27
268.640	285.200	28
285.200	299.080	29
299.080	307.240	30
