3.800	6.980	s1
6.980	11.040	1
11.040	14.280	2
14.280	25.700	3
25.700	36.020	4
36.020	50.180	5
50.180	55.280	6
55.280	62.680	7
62.680	70.720	8
70.720	78.480	9
78.480	83.240	10
83.240	87.860	11
87.860	96.760	12
96.760	99.680	s2
99.680	116.340	13
116.340	130.680	14
130.680	153.280	15
153.280	175.380	16
175.380	190.340	17
190.340	208.980	18
208.980	218.500	19
218.500	225.820	20
225.820	233.100	21
233.100	241.560	22
241.560	263.700	23
263.700	275.520	24
275.520	292.640	25
292.640	300.140	26
300.140	314.160	27
314.160	322.080	28
322.080	326.340	s3
326.340	336.120	29
336.120	344.000	30
344.000	349.820	31
349.820	354.800	32
354.800	359.680	33
359.680	381.440	34
381.440	399.960	35
399.960	405.500	36
405.500	409.360	s4
409.360	429.280	37
429.280	433.220	38
433.220	443.960	39
