3.920	6.780	s1
6.780	13.120	1
13.120	22.900	2
22.900	31.540	3
31.540	37.180	4
37.180	46.260	5
46.260	58.000	6
58.000	63.760	7
63.760	71.820	8
71.820	84.720	9
84.720	87.800	10
87.800	94.880	11
94.880	103.340	12
103.340	106.940	s2
106.940	124.080	13
124.080	135.720	14
135.720	152.760	15
152.760	160.680	16
160.680	166.640	17
166.640	170.620	18
170.620	187.920	19
187.920	198.180	20
198.180	205.040	21
205.040	208.320	s3
208.320	220.080	22
220.080	228.420	23
228.420	236.260	24
236.260	241.920	25
241.920	251.100	26
251.100	258.160	27
258.160	266.680	28
266.680	274.380	29
274.380	287.560	30
287.560	296.720	31
296.720	300.960	32
300.960	310.400	33
310.400	314.300	s4
314.300	318.300	34
318.300	329.640	35
329.640	341.080	36
