3.720	6.560	s1
6.560	15.120	1
15.120	28.580	2
28.580	30.760	s2
30.760	48.100	3
48.100	53.360	4
53.360	59.820	5
59.820	69.900	6
69.900	77.640	7
77.640	83.600	8
83.600	95.700	9
95.700	106.600	10
106.600	113.920	11
113.920	118.200	12
118.200	124.220	13
124.220	134.920	14
134.920	137.540	s3
137.540	151.140	15
151.140	155.420	16
155.420	160.320	17
160.320	163.600	18
163.600	172.160	19
172.160	178.220	20
178.220	189.780	21
189.780	201.140	22
201.140	208.900	23
208.900	219.840	24
219.840	224.020	25
224.020	237.840	26
237.840	247.000	27
247.000	251.320	28
251.320	254.340	s4
254.340	268.060	29
268.060	286.740	30
286.740	300.720	31
300.720	303.640	s5
303.640	314.260	32
314.260	327.060	33
327.060	334.400	34
334.400	340.960	35
340.960	342.800	s6
342.800	352.700	36
352.700	358.560	37
358.560	365.600	38
365.600	376.120	39
376.120	381.480	40
381.480	387.040	41
387.040	392.340	42
392.340	401.960	43
401.960	409.420	44
409.420	412.760	s7
412.760	426.760	45
426.760	434.500	46
434.500	441.940	47
441.940	449.820	48
449.820	458.240	49
458.240	468.340	50
468.340	480.800	51
