4.120	6.280	s1
6.280	18.620	1
18.620	23.180	2
23.180	30.660	3
30.660	36.800	4
36.800	43.660	5
43.660	53.060	6
53.060	59.560	7
59.560	71.180	8
71.180	85.980	9
85.980	100.700	10
100.700	110.480	11
110.480	115.260	12
115.260	124.440	13
124.440	127.080	s2
127.080	142.640	14
142.640	157.160	15
157.160	168.240	16
168.240	174.280	17
174.280	181.520	18
181.520	188.340	19
188.340	203.660	20
203.660	218.460	21
218.460	231.200	22
231.200	244.420	23
244.420	261.620	24
261.620	273.000	25
273.000	284.060	26
284.060	292.040	27
292.040	299.180	28
299.180	308.720	29
308.720	318.340	30
318.340	322.140	s3
322.140	330.400	31
330.400	342.440	32
342.440	347.440	33
347.440	363.920	34
363.920	376.860	35
376.860	387.760	36
387.760	397.380	37
397.380	404.800	38
404.800	409.260	39
409.260	420.540	40
420.540	437.340	41
437.340	445.300	42
445.300	458.140	43
458.140	470.120	44
470.120	482.000	45
482.000	489.000	46
