\id PHM
\c 1
\level verse
\separators .?!:;,
10	21.48	1
21.48	30.48	2
30.48	39.12	3
39.12	48.66	4
48.66	56.9	5
56.9	63.38	6
63.38	73.48	7
73.48	80.74	8
80.74	90.22	9
90.22	99.34	10
99.34	107.96	11
107.96	113.6	12
113.6	124.56	13
124.56	135.62	14
135.62	143.14	15
143.14	157.2	16
157.2	164.22	17
164.22	171.72	18
171.72	183.42	19
183.42	192.7	20
192.7	201.6	21
201.6	212.24	22
212.24	216.5	23
216.5	224.9	24
224.9	232.8	25
