\id LUK
\c 10
\level phrase
\separators . ? ! : ; , ।
5.160	17.160	1a
17.160	19.360	1b
19.360	21.020	2a
21.020	25.660	2b
25.660	28.360	2c
28.360	31.960	2d
31.960	32.780	3a
32.780	37.940	3b
37.940	40.660	4a
40.660	46.580	4b
46.580	53.160	5
53.160	57.960	6a
57.960	60.800	6b
60.800	63.620	6c
63.620	70.420	7a
70.420	73.800	7b
73.800	78.620	8a
78.620	80.960	8b
80.960	82.320	8c
82.320	88.940	9a
88.940	92.700	9b
92.700	96.120	10a
96.120	99.000	10b
99.000	101.120	11a
101.120	103.940	11b
103.940	107.480	11c
107.480	112.440	11d
112.440	114.000	12a
114.000	124.020	12b
124.020	128.060	13a
128.060	130.400	13b
130.400	134.840	13c
134.840	143.140	13d
143.140	150.340	14
150.340	152.520	15a
152.520	153.880	15b
153.880	156.400	15c
156.400	159.700	15d
159.700	161.940	16a
161.940	163.720	16b
163.720	165.220	16c
165.220	167.200	16d
167.200	168.780	16e
168.780	170.580	16f
170.580	173.720	16g
173.720	182.640	17a
182.640	183.620	17b
183.620	188.000	17c
188.000	189.580	17d
189.580	191.160	18a
191.160	198.320	18b
198.320	199.440	19a
199.440	200.020	19b
200.020	204.820	19c
204.820	208.460	19d
208.460	210.520	20a
210.520	212.620	20b
212.620	221.200	20c
221.200	225.940	21a
225.940	226.320	21b
226.320	231.620	21c
231.620	243.280	21d
243.280	244.680	21e
244.680	246.420	21f
246.420	249.940	22a
249.940	253.380	22b
253.380	265.880	22c
265.880	267.920	23a
267.920	271.400	23b
271.400	272.800	23c
272.800	274.560	23d
274.560	276.260	24a
276.260	282.760	24b
282.760	286.160	24c
286.160	292.120	24d
292.120	295.660	25a
295.660	301.260	25b
301.260	302.200	25c
302.200	305.720	25d
305.720	307.660	26a
307.660	310.380	26b
310.380	312.460	26c
312.460	314.420	27a
314.420	316.440	27b
316.440	323.100	27c
323.100	328.200	27d
328.200	329.760	28a
329.760	331.800	28b
331.800	332.940	28c
332.940	335.160	28d
335.160	339.880	29a
339.880	342.620	29b
342.620	351.260	30a
351.260	355.360	30b
355.360	365.240	30c
365.240	365.760	31a
365.760	371.400	31b
371.400	377.920	32
377.920	383.460	33a
383.460	386.040	33b
386.040	395.060	34a
395.060	398.840	34b
398.840	405.180	35a
405.180	410.500	35b
410.500	413.980	35c
413.980	416.580	36a
416.580	419.940	36b
419.940	422.800	36c
422.800	424.640	37a
424.640	425.200	37b
425.200	426.980	37c
426.980	428.700	37d
428.700	431.280	37e
431.280	439.200	38a
439.200	442.040	38b
442.040	447.320	38c
447.320	451.420	39a
451.420	456.160	39b
456.160	459.320	40a
459.320	462.820	40b
462.820	465.760	40c
465.760	469.640	40d
469.640	472.700	40e
472.700	474.660	41a
474.660	475.560	41b
475.560	476.660	41c
476.660	480.460	41d
480.460	486.420	42a
486.420	489.760	42b
