\id LUK
\c 18
\level phrase
\separators . ? ! : ; , ।
4.640	12.920	1a
12.920	14.180	1b
14.180	16.220	2a
16.220	20.700	2b
20.700	22.820	3a
22.820	25.840	3b
25.840	28.220	3c
28.220	30.240	3d
30.240	32.020	3e
32.020	34.860	4a
34.860	38.720	4b
38.720	44.020	4c
44.020	47.760	5a
47.760	49.880	5b
49.880	51.380	5c
51.380	52.440	5d
52.440	54.800	5e
54.800	55.460	6a
55.460	57.360	6b
57.360	58.860	6c
58.860	62.460	7a
62.460	64.740	7b
64.740	67.200	7c
67.200	68.480	8a
68.480	71.320	8b
71.320	74.240	8c
74.240	77.820	8d
77.820	83.480	9a
83.480	85.400	9b
85.400	87.880	10a
87.880	95.180	10b
95.180	98.360	11a
98.360	99.520	11b
99.520	101.240	11c
101.240	104.380	11d
104.380	109.080	11e
109.080	111.360	12a
111.360	114.220	12b
114.220	117.360	13a
117.360	120.580	13b
120.580	123.000	13c
123.000	124.120	13d
124.120	125.980	13e
125.980	127.480	14a
127.480	128.800	14b
128.800	134.480	14c
134.480	136.880	14d
136.880	142.120	14e
142.120	144.460	14f
144.460	148.900	15a
148.900	154.320	15b
154.320	156.440	15c
156.440	160.060	16a
160.060	161.760	16b
161.760	163.020	16c
163.020	165.600	16d
165.600	167.160	17a
167.160	170.760	17b
170.760	176.240	17c
176.240	178.320	18a
178.320	180.780	18b
180.780	181.880	18c
181.880	184.860	18d
184.860	186.240	19a
186.240	187.240	19b
187.240	188.680	19c
188.680	191.480	19d
191.480	194.180	20a
194.180	195.600	20b
195.600	196.820	20c
196.820	198.000	20d
198.000	201.520	20e
201.520	202.920	21a
202.920	206.780	21b
206.780	208.640	22a
208.640	210.980	22b
210.980	216.520	22c
216.520	218.960	22d
218.960	219.840	22e
219.840	221.860	23a
221.860	224.080	23b
224.080	225.940	24a
225.940	229.860	24b
229.860	233.280	25a
233.280	235.860	25b
235.860	237.880	26a
237.880	240.140	26b
240.140	241.760	27a
241.760	243.860	27b
243.860	245.720	27c
245.720	247.740	28a
247.740	248.920	28b
248.920	251.620	28c
251.620	253.080	29a
253.080	254.600	29b
254.600	263.880	29c
263.880	272.280	30
272.280	277.840	31a
277.840	280.120	31b
280.120	289.420	31c
289.420	294.600	32a
294.600	297.460	32b
297.460	303.500	33
303.500	307.060	34a
307.060	312.740	34b
312.740	317.300	34c
317.300	320.440	35a
320.440	324.520	35b
324.520	327.440	36a
327.440	328.720	36b
328.720	330.040	36c
330.040	331.320	37a
331.320	332.960	37b
332.960	335.380	38a
335.380	336.320	38b
336.320	337.480	38c
337.480	338.900	38d
338.900	341.360	39a
341.360	344.360	39b
344.360	347.400	39c
347.400	348.760	39d
348.760	350.020	39e
350.020	353.340	40a
353.340	354.900	40b
354.900	356.140	40c
356.140	358.600	40d
358.600	359.560	41a
359.560	360.860	41b
360.860	362.880	41c
362.880	363.680	41d
363.680	364.460	41e
364.460	365.720	41f
365.720	367.040	42a
367.040	368.920	42b
368.920	370.060	42c
370.060	375.280	43a
375.280	379.160	43b
