\id MRK
\c 3
\level verse
\separators .?!:;,
11.1	18.2	1
18.2	24.98	2
24.98	31	3
31	43.3	4
43.3	57.82	5
57.82	65.06	6
65.06	73.1	7
73.1	88.72	8
88.72	98.52	9
98.52	106.96	10
106.96	115.42	11
115.42	121.12	12
121.12	127.28	13
127.28	132.24	14
132.24	138.44	15
138.44	141.7	16
141.7	152.2	17
152.2	164.04	18
164.04	168.86	19
168.86	176.92	20
176.92	184.22	21
184.22	194.56	22
194.56	202.54	23
202.54	208.86	24
208.86	214.26	25
214.26	222.32	26
222.32	233.64	27
233.64	240.74	28
240.74	252.04	29
252.04	256.6	30
256.6	263.2	31
263.2	274.98	32
274.98	281.32	33
281.32	283.9	34
283.9	291.36	35
