\id MRK
\c 7
\level verse
\separators .?!:;,
11.8	18.64	1
18.64	28.16	2
28.16	38.32	3
38.32	53.52	4
53.52	67.64	5
67.64	86.48	6
86.48	97.32	7
97.32	102.78	8
102.78	111.02	9
111.02	120.5	10
120.5	132.98	11
132.98	139.44	12
139.44	148.68	13
148.68	154.44	14
154.44	167.24	15
167.24	171	16
171	178.88	17
178.88	191.84	18
191.84	202.56	19
202.56	208.02	20
208.02	215.26	21
215.26	227.72	22
227.72	234.94	23
234.94	246.94	24
246.94	255.6	25
255.6	266.44	26
266.44	276.46	27
276.46	287.62	28
287.62	295.02	29
295.02	302.12	30
302.12	310.8	31
310.8	319.94	32
319.94	329.1	33
329.1	337.24	34
337.24	344.08	35
344.08	351.8	36
351.8	361.76	37
