\id MRK
\c 15
\level verse
\separators .?!:;,
11.8	26.4	1
26.4	34.7	2
34.7	39.74	3
39.74	49.62	4
49.62	56.8	5
56.8	63.52	6
63.52	72.76	7
72.76	78.82	8
78.82	86.7	9
86.7	92.42	10
92.42	100.76	11
100.76	110.64	12
110.64	114.02	13
114.02	123.32	14
123.32	136.9	15
136.9	142.8	16
142.8	150	17
150	155.6	18
155.6	161.9	19
161.9	172.32	20
172.32	183.62	21
183.62	190.18	22
190.18	196.3	23
196.3	204.16	24
204.16	207.88	25
207.88	214.02	26
214.02	221.3	27
221.3	227.04	28
227.04	234	29
234	240.5	30
240.5	251.5	31
251.5	265.92	32
265.92	272.46	33
272.46	289.48	34
289.48	294.52	35
294.52	310.22	36
310.22	314.6	37
314.6	322.76	38
322.76	333.76	39
333.76	347.2	40
347.2	359.24	41
359.24	365.46	42
365.46	377.92	43
377.92	387.84	44
387.84	394.02	45
394.02	406.42	46
406.42	417.64	47
