\id MRK
\c 6
\level verse
\separators .?!:;,
11	18.3	1
18.3	33.84	2
33.84	49.36	3
49.36	61.72	4
61.72	69.7	5
69.7	79.08	6
79.08	90.2	7
90.2	99.88	8
99.88	103.88	9
103.88	111.76	10
111.76	126.12	11
126.12	131.12	12
131.12	138.88	13
138.88	154.68	14
154.68	163.94	15
163.94	172.7	16
172.7	183.72	17
183.72	191.22	18
191.22	198.44	19
198.44	213.92	20
213.92	226.28	21
226.28	241.42	22
241.42	248.1	23
248.1	257.1	24
257.1	266.74	25
266.74	276.86	26
276.86	282.84	27
282.84	293.32	28
293.32	300.04	29
300.04	306.8	30
306.8	322.46	31
322.46	328.16	32
328.16	336.2	33
336.2	349.2	34
349.2	355.84	35
355.84	369.08	36
369.08	381.82	37
381.82	392.4	38
392.4	399.24	39
399.24	402.78	40
402.78	418.6	41
418.6	421.2	42
421.2	425.4	43
425.4	430.26	44
430.26	440.42	45
440.42	445.6	46
445.6	453.06	47
453.06	467.18	48
467.18	473.2	49
473.2	484.96	50
484.96	494.36	51
494.36	500.58	52
500.58	504.74	53
504.74	509.22	54
509.22	518.24	55
518.24	538.24	56
