\id MRK
\c 4
\level verse
\separators .?!:;,
12.6	28.34	1
28.34	34.9	2
34.9	38.56	3
38.56	44.56	4
44.56	53.72	5
53.72	59	6
59	68.1	7
68.1	76.44	8
76.44	80.54	9
80.54	88.3	10
88.3	99.08	11
99.08	109.74	12
109.74	118.36	13
118.36	121.28	14
121.28	130.78	15
130.78	138.32	16
138.32	150.14	17
150.14	153.8	18
153.8	164.5	19
164.5	174.32	20
174.32	185.46	21
185.46	194.58	22
194.58	197.24	23
197.24	206.68	24
206.68	214.02	25
214.02	220.16	26
220.16	227.3	27
227.3	235.18	28
235.18	240.94	29
240.94	248.6	30
248.6	256.34	31
256.34	268.88	32
268.88	275.86	33
275.86	284.94	34
284.94	290.62	35
290.62	299.78	36
299.78	307.08	37
307.08	319.12	38
319.12	330.86	39
330.86	338.32	40
338.32	349.36	41
