\id MRK
\c 10
\level verse
\separators .?!:;,
12	26.14	1
26.14	35.94	2
35.94	41.62	3
41.62	47.52	4
47.52	55.3	5
55.3	60.88	6
60.88	66.8	7
66.8	73.42	8
73.42	79.52	9
79.52	84.54	10
84.54	93.14	11
93.14	100.86	12
100.86	108.04	13
108.04	118.56	14
118.56	129.12	15
129.12	135.12	16
135.12	147.64	17
147.64	156.32	18
156.32	171.14	19
171.14	178.12	20
178.12	194.88	21
194.88	202.48	22
202.48	211.52	23
211.52	223.96	24
223.96	232.04	25
232.04	238.72	26
238.72	250.56	27
250.56	257.52	28
257.52	271.12	29
271.12	291.74	30
291.74	298.8	31
298.8	312.7	32
312.7	328.06	33
328.06	341.34	34
341.34	354.48	35
354.48	361.74	36
361.74	370.92	37
370.92	386.96	38
386.96	395.64	39
395.64	404.98	40
404.98	412.66	41
412.66	425.8	42
425.8	434.5	43
434.5	440.3	44
440.3	451.88	45
451.88	468.36	46
468.36	478.68	47
478.68	488.94	48
488.94	498.8	49
498.8	505.04	50
505.04	516.58	51
516.58	528.92	52
