\id MRK
\c 12
\level verse
\separators .?!:;,
11	29.22	1
29.22	39.3	2
39.3	42.98	3
42.98	51.36	4
51.36	60.96	5
60.96	71.18	6
71.18	81.94	7
81.94	86.56	8
86.56	95.8	9
95.8	100.98	10
100.98	109.86	11
109.86	121.3	12
121.3	130.56	13
130.56	152.66	14
152.66	161.86	15
161.86	171.4	16
171.4	181.92	17
181.92	188.04	18
188.04	203.8	19
203.8	212.08	20
212.08	218.78	21
218.78	225.46	22
225.46	232.04	23
232.04	240.68	24
240.68	250.8	25
250.8	268.72	26
268.72	276.42	27
276.42	291.54	28
291.54	299.14	29
299.14	312.12	30
312.12	323.82	31
323.82	333.52	32
333.52	351.12	33
351.12	363.72	34
363.72	372.96	35
372.96	388.08	36
388.08	400.26	37
400.26	406.46	38
406.46	413.96	39
413.96	424	40
424	435.44	41
435.44	441.58	42
441.58	453.46	43
453.46	468.04	44
