\id MRK
\c 1
\level verse
\separators .?!:;,
11	18.06	1
18.06	24.06	2
24.06	38.2	3
38.2	47.9	4
47.9	59.24	5
59.24	70.24	6
70.24	78.52	7
78.52	89.1	8
89.1	97.4	9
97.4	106.4	10
106.4	115.62	11
115.62	121.3	12
121.3	132.18	13
132.18	141.32	14
141.32	150.84	15
150.84	162.32	16
162.32	169.88	17
169.88	172.88	18
172.88	184.64	19
184.64	193.22	20
193.22	198.92	21
198.92	208.78	22
208.78	214.84	23
214.84	226.88	24
226.88	232.62	25
232.62	238	26
238	253.1	27
253.1	257.78	28
257.78	267.04	29
267.04	274.78	30
274.78	283.84	31
283.84	293.84	32
293.84	297.7	33
297.7	311.1	34
311.1	318.04	35
318.04	321.58	36
321.58	326.02	37
326.02	336.88	38
336.88	345.2	39
345.2	354.46	40
354.46	358.78	41
358.78	365.8	42
365.8	368.58	43
368.58	383.96	44
383.96	405.52	45
