\id MRK
\c 9
\level verse
\separators .?!:;,
11	26.32	1
26.32	40.04	2
40.04	48.26	3
48.26	55.2	4
55.2	69.96	5
69.96	75.24	6
75.24	87.1	7
87.1	96.62	8
96.62	109.5	9
109.5	118.62	10
118.62	125.38	11
125.38	141.68	12
141.68	153.94	13
153.94	163.82	14
163.82	169.78	15
169.78	175.72	16
175.72	184.8	17
184.8	200.52	18
200.52	214.64	19
214.64	223.6	20
223.6	231.6	21
231.6	242.28	22
242.28	250.16	23
250.16	259.6	24
259.6	274.6	25
274.6	285.68	26
285.68	289.8	27
289.8	299.98	28
299.98	306.32	29
306.32	313.62	30
313.62	328.8	31
328.8	335.04	32
335.04	344.08	33
344.08	350.98	34
350.98	361.94	35
361.94	367.04	36
367.04	380.76	37
380.76	392.34	38
392.34	404.74	39
404.74	409.46	40
409.46	422.84	41
422.84	434.04	42
434.04	439.18	43
439.18	448.76	44
448.76	454.64	45
454.64	464.32	46
464.32	479.24	47
479.24	484.82	48
484.82	487.88	49
487.88	503.92	50
